1.807806266120346030e+06,1.396332287868923508e+06,1.350000000000000000e+01,8.199999999999999289e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.764329070275036851e+06,1.377564348688407801e+06,1.500000000000000000e+01,7.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
1.773335855092094745e+06,1.378408856388694607e+06,1.600000000000000000e+01,6.799999999999999822e+00,-2.500000000000000000e+00,0.000000000000000000e+00
1.809362994360332843e+06,1.362546186692935415e+06,1.450000000000000000e+01,7.700000000000000178e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.841498313028605888e+06,1.311615319831246510e+06,1.309999999999999964e+01,8.800000000000000711e+00,1.899999999999999911e+00,0.000000000000000000e+00
1.826598199874458602e+06,1.404799946979011409e+06,1.350000000000000000e+01,8.900000000000000355e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.831379579468698939e+06,1.335613959374531172e+06,1.269999999999999929e+01,7.200000000000000178e+00,2.200000000000000178e+00,0.000000000000000000e+00
1.810363748228895012e+06,1.377564348688407801e+06,1.469999999999999929e+01,7.700000000000000178e+00,-2.600000000000000089e+00,0.000000000000000000e+00
1.858399933919875883e+06,1.367436821192783304e+06,1.400000000000000000e+01,8.599999999999999645e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.831268384594413685e+06,1.289188304761338979e+06,1.559999999999999964e+01,9.599999999999999645e+00,5.200000000000000178e+00,0.000000000000000000e+00
1.843722210514298873e+06,1.343516440341380425e+06,1.400000000000000000e+01,8.099999999999999645e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.829600461480143480e+06,1.388380417941799387e+06,1.450000000000000000e+01,8.300000000000000711e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.876079918931140797e+06,1.369292628163366579e+06,1.290000000000000036e+01,7.799999999999999822e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.876079918931140797e+06,1.369292628163366579e+06,1.269999999999999929e+01,7.599999999999999645e+00,2.100000000000000089e+00,0.000000000000000000e+00
1.885309093496769201e+06,1.370811318157304078e+06,1.369999999999999929e+01,8.699999999999999289e+00,4.099999999999999645e+00,0.000000000000000000e+00
1.820704871537369210e+06,1.347722885915443301e+06,1.400000000000000000e+01,7.099999999999999645e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.787902383623387897e+06,1.302403061191038229e+06,1.440000000000000036e+01,9.500000000000000000e+00,5.099999999999999645e+00,0.000000000000000000e+00
1.856398426182751544e+06,1.315806006453727372e+06,1.490000000000000036e+01,8.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.854174528697058326e+06,1.308431776771162637e+06,1.340000000000000036e+01,8.900000000000000355e+00,3.399999999999999911e+00,0.000000000000000000e+00
1.834604230822954327e+06,1.329398023987188004e+06,1.330000000000000071e+01,8.099999999999999645e+00,1.800000000000000044e+00,0.000000000000000000e+00
1.842943846394305583e+06,1.347722885915443301e+06,1.440000000000000036e+01,7.799999999999999822e+00,-5.000000000000000000e-01,0.000000000000000000e+00
1.830378825600136770e+06,1.296211321936639026e+06,1.400000000000000000e+01,9.199999999999999289e+00,3.500000000000000000e+00,0.000000000000000000e+00
1.761326808669350343e+06,1.466872881643367000e+06,1.369999999999999929e+01,8.099999999999999645e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.637566913590500131e+06,1.570265151085196994e+06,1.440000000000000036e+01,6.299999999999999822e+00,-5.000000000000000000e+00,0.000000000000000000e+00
1.646240113784705522e+06,1.578218488627905026e+06,1.600000000000000000e+01,7.900000000000000355e+00,1.500000000000000000e+00,0.000000000000000000e+00
1.618330200339250034e+06,1.636370385703668930e+06,1.200000000000000000e+01,7.799999999999999822e+00,1.500000000000000000e+00,0.000000000000000000e+00
1.703171889418460894e+06,1.487723160335040651e+06,1.400000000000000000e+01,8.300000000000000711e+00,2.500000000000000000e+00,0.000000000000000000e+00
1.679042601698685205e+06,1.529752034793152474e+06,1.350000000000000000e+01,7.400000000000000355e+00,-1.100000000000000089e+00,0.000000000000000000e+00
1.673594052858736599e+06,1.590855724315947853e+06,1.440000000000000036e+01,8.500000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.668034309144502971e+06,1.537666785922885872e+06,1.350000000000000000e+01,7.599999999999999645e+00,5.000000000000000000e-01,0.000000000000000000e+00
1.664253683418823173e+06,1.524422408712544478e+06,1.600000000000000000e+01,6.900000000000000355e+00,-3.000000000000000000e+00,0.000000000000000000e+00
1.800133819794702809e+06,1.442839739227267914e+06,1.319999999999999929e+01,8.300000000000000711e+00,4.500000000000000000e+00,0.000000000000000000e+00
1.557506604105529841e+06,1.657475246954160742e+06,1.250000000000000000e+01,8.300000000000000711e+00,2.399999999999999911e+00,0.000000000000000000e+00
1.645350554790427210e+06,1.595707987078587525e+06,1.300000000000000000e+01,7.400000000000000355e+00,5.000000000000000000e-01,0.000000000000000000e+00
1.722186212921142112e+06,1.467384972637140192e+06,1.350000000000000000e+01,6.599999999999999645e+00,-4.000000000000000000e+00,0.000000000000000000e+00
1.690829258372862358e+06,1.487552045546372421e+06,1.400000000000000000e+01,7.500000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.600539020453701494e+06,1.505538208564542234e+06,1.200000000000000000e+01,5.799999999999999822e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.793573322211907012e+06,1.416499280700738542e+06,1.490000000000000036e+01,7.400000000000000355e+00,-2.899999999999999911e+00,0.000000000000000000e+00
1.404724846838376950e+06,1.697214769052194431e+06,1.490000000000000036e+01,6.700000000000000178e+00,-2.899999999999999911e+00,0.000000000000000000e+00
1.735307208086733939e+06,1.464654181450434960e+06,1.480000000000000071e+01,7.299999999999999822e+00,-1.600000000000000089e+00,0.000000000000000000e+00
1.710510751121250214e+06,1.474386681935982779e+06,1.450000000000000000e+01,7.400000000000000355e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.634119872487674467e+06,1.581332735411487520e+06,1.500000000000000000e+01,7.000000000000000000e+00,-2.500000000000000000e+00,0.000000000000000000e+00
1.730748218241062248e+06,1.490290301474802196e+06,1.419999999999999929e+01,8.599999999999999645e+00,4.500000000000000000e+00,0.000000000000000000e+00
1.800356209543273319e+06,1.442839739227267914e+06,1.300000000000000000e+01,8.300000000000000711e+00,3.500000000000000000e+00,0.000000000000000000e+00
1.669924622007342055e+06,1.464654181450434960e+06,1.800000000000000000e+01,7.200000000000000178e+00,-5.000000000000000000e+00,0.000000000000000000e+00
1.643905021424727282e+06,1.371148841806438752e+06,1.500000000000000000e+01,9.500000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00
1.496349423248953884e+06,1.472507601215161383e+06,1.350000000000000000e+01,8.900000000000000355e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.496349423248953884e+06,1.472507601215161383e+06,1.400000000000000000e+01,8.699999999999999289e+00,2.299999999999999822e+00,0.000000000000000000e+00
1.550612521899878280e+06,1.540421502956689335e+06,1.600000000000000000e+01,7.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
1.565290245305456687e+06,1.426176201579906046e+06,1.400000000000000000e+01,9.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.706285345898432657e+06,1.383477673155700788e+06,1.600000000000000000e+01,8.500000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.488121002551887650e+06,1.509654762516302988e+06,1.300000000000000000e+01,9.099999999999999645e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.657137211464604363e+06,1.360523301091118716e+06,1.400000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.695499443092819070e+06,1.441648392196886241e+06,1.450000000000000000e+01,7.900000000000000355e+00,-2.000000000000000000e+00,0.000000000000000000e+00
1.394939697901325533e+06,1.645608035208335146e+06,1.500000000000000000e+01,8.599999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.372923112792957807e+06,1.671458531786733307e+06,1.200000000000000000e+01,7.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.330669060564781073e+06,1.655205197568441741e+06,1.600000000000000000e+01,9.500000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00
1.676040340092998696e+06,1.461241940557273105e+06,1.419999999999999929e+01,7.000000000000000000e+00,-3.399999999999999911e+00,0.000000000000000000e+00
1.233373545565685024e+06,1.721819636006521992e+06,1.200000000000000000e+01,8.400000000000000355e+00,5.299999999999999822e+00,0.000000000000000000e+00
1.341010183873255271e+06,1.597961787359740585e+06,1.390000000000000036e+01,9.000000000000000000e+00,4.900000000000000355e+00,0.000000000000000000e+00
1.484006792203355348e+06,1.566809547784350812e+06,1.400000000000000000e+01,7.799999999999999822e+00,-2.000000000000000000e+00,0.000000000000000000e+00
1.581969476448159665e+06,1.421251467957393266e+06,1.480000000000000071e+01,8.500000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00
1.609323415522190509e+06,1.398025140791625716e+06,1.500000000000000000e+01,8.699999999999999289e+00,-1.500000000000000000e+00,0.000000000000000000e+00
1.470107432917770231e+06,1.587737908425678499e+06,1.650000000000000000e+01,8.199999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.830156435851567890e+06,1.473020036051816307e+06,1.300000000000000000e+01,8.400000000000000355e+00,3.500000000000000000e+00,0.000000000000000000e+00
1.788791942617666442e+06,1.487038722138458863e+06,1.350000000000000000e+01,8.400000000000000355e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.857065595428459579e+06,1.490461472180269659e+06,1.409999999999999964e+01,8.900000000000000355e+00,4.900000000000000355e+00,0.000000000000000000e+00
1.835160205194378737e+06,1.496968551645721309e+06,1.459999999999999964e+01,8.199999999999999289e+00,2.100000000000000089e+00,0.000000000000000000e+00
1.723520551412558183e+06,1.549897786612767726e+06,1.259999999999999964e+01,7.099999999999999645e+00,-3.100000000000000089e+00,0.000000000000000000e+00
1.723854136035412317e+06,1.550070182392227463e+06,1.230000000000000071e+01,6.799999999999999822e+00,-2.600000000000000089e+00,0.000000000000000000e+00
1.810808527726032538e+06,1.485327871098944917e+06,1.419999999999999929e+01,7.400000000000000355e+00,-1.600000000000000089e+00,0.000000000000000000e+00
1.872410488079746254e+06,1.541110324335237965e+06,1.600000000000000000e+01,7.099999999999999645e+00,-2.200000000000000178e+00,0.000000000000000000e+00
9.989747505735766608e+05,1.920467141445725225e+06,1.200000000000000000e+01,8.199999999999999289e+00,3.500000000000000000e+00,0.000000000000000000e+00
8.037165513296765275e+05,2.173286728400369175e+06,1.390000000000000036e+01,8.199999999999999289e+00,2.100000000000000089e+00,0.000000000000000000e+00
7.719148172842576168e+05,2.350022967493214644e+06,1.100000000000000000e+01,6.299999999999999822e+00,-2.000000000000000111e-01,0.000000000000000000e+00
7.719148172842576168e+05,2.350022967493214644e+06,1.090000000000000036e+01,6.099999999999999645e+00,-2.000000000000000111e-01,0.000000000000000000e+00
8.709894502719074953e+05,2.301634564092446119e+06,1.290000000000000036e+01,5.599999999999999645e+00,-3.200000000000000178e+00,0.000000000000000000e+00
9.272540566599562299e+05,2.331771180925154127e+06,1.109999999999999964e+01,6.599999999999999645e+00,-1.100000000000000089e+00,0.000000000000000000e+00
9.103524357686861185e+05,2.161754979012030177e+06,1.250000000000000000e+01,6.500000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
9.103524357686861185e+05,2.161011569348026067e+06,1.230000000000000071e+01,6.599999999999999645e+00,-5.000000000000000000e-01,0.000000000000000000e+00
9.102412408944009803e+05,2.161754979012030177e+06,1.230000000000000071e+01,6.599999999999999645e+00,-5.999999999999999778e-01,0.000000000000000000e+00
1.349460994318890385e+06,1.860810166514476761e+06,1.400000000000000000e+01,7.700000000000000178e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.316880896153477952e+06,1.965500174723376520e+06,1.409999999999999964e+01,5.500000000000000000e+00,-3.899999999999999911e+00,0.000000000000000000e+00
1.490456094911866123e+06,2.002400803187363781e+06,1.450000000000000000e+01,4.700000000000000178e+00,-3.500000000000000000e+00,0.000000000000000000e+00
1.276072377291001147e+06,2.048995077728858218e+06,1.300000000000000000e+01,7.200000000000000178e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.041006413053184631e+06,2.206300464440948330e+06,1.250000000000000000e+01,7.700000000000000178e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.040895218178899377e+06,2.206300464440948330e+06,1.109999999999999964e+01,7.400000000000000355e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.393160579912770074e+06,1.965862904636821710e+06,1.100000000000000000e+01,5.799999999999999822e+00,2.999999999999999889e-01,0.000000000000000000e+00
9.338145542427521432e+05,2.120230607645304874e+06,1.280000000000000071e+01,7.599999999999999645e+00,2.200000000000000178e+00,0.000000000000000000e+00
1.321884665496290429e+06,1.965500174723376520e+06,1.450000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.352685645673147170e+06,1.797145664040395059e+06,1.300000000000000000e+01,7.299999999999999822e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.033222771853257669e+06,2.410019952037247829e+06,1.000000000000000000e+01,5.799999999999999822e+00,5.000000000000000000e-01,0.000000000000000000e+00
1.034334720596103463e+06,2.412130115945160389e+06,1.019999999999999929e+01,5.799999999999999822e+00,5.000000000000000000e-01,0.000000000000000000e+00
1.375258205152936280e+06,1.742791839257277548e+06,1.250000000000000000e+01,8.900000000000000355e+00,4.599999999999999645e+00,0.000000000000000000e+00
1.071807393230043119e+06,2.334240295966585167e+06,1.209999999999999964e+01,6.799999999999999822e+00,1.199999999999999956e+00,0.000000000000000000e+00
1.289082177582307719e+06,1.980930607524857856e+06,1.300000000000000000e+01,7.200000000000000178e+00,2.000000000000000000e+00,0.000000000000000000e+00
